Zeitstempel: 18.9.2013 14:10:59
Signalquelle: Sample/Hold Verstärker
Modus: AM


Bemerkung: Durchlaufzeit 200s
FM
Frequenz 1500Hz
Richtung min->max
min Amplitude 0.01V
max Amplitude 0.40V

Amplitude in V	S/H-Signal in V
0,075691	-0,318298
0,075752	-0,311890
0,075813	-0,314331
0,075873	-0,302124
0,075934	-0,295105
0,075995	-0,337830
0,076056	-0,335693
0,076117	-0,338745
0,076178	-0,304260
0,076239	-0,302734
0,076300	-0,308227
0,076361	-0,312805
0,076422	-0,309753
0,076483	-0,357056
0,076544	-0,333862
0,076605	-0,332642
0,076666	-0,363769
0,076727	-0,305481
0,076788	-0,349731
0,076848	-0,321350
0,076909	-0,319519
0,076970	-0,325622
0,077031	-0,335998
0,077092	-0,325928
0,077153	-0,323791
0,077214	-0,341186
0,077275	-0,299988
0,077336	-0,336914
0,077397	-0,364685
0,077458	-0,363464
0,077519	-0,325012
0,077580	-0,356750
0,077641	-0,332336
0,077702	-0,339050
0,077762	-0,342712
0,077823	-0,368957
0,077884	-0,349426
0,077945	-0,353393
0,078006	-0,352173
0,078067	-0,346985
0,078128	-0,344543
0,078189	-0,320129
0,078250	-0,352173
0,078311	-0,351868
0,078372	-0,345154
0,078433	-0,340271
0,078494	-0,356140
0,078555	-0,353393
0,078616	-0,382080
0,078677	-0,345459
0,078737	-0,368652
0,078798	-0,372925
0,078859	-0,375366
0,078920	-0,381470
0,078981	-0,350037
0,079042	-0,334473
0,079103	-0,329895
0,079164	-0,344238
0,079225	-0,368652
0,079286	-0,372314
0,079347	-0,357971
0,079408	-0,358887
0,079469	-0,361328
0,079530	-0,358276
0,079591	-0,393677
0,079652	-0,375976
0,079713	-0,379333
0,079773	-0,364380
0,079834	-0,359802
0,079895	-0,398865
0,079956	-0,399780
0,080017	-0,362244
0,080078	-0,377197
0,080139	-0,369263
0,080200	-0,397644
0,080261	-0,396728
0,080322	-0,375671
0,080383	-0,385742
0,080444	-0,363464
0,080505	-0,363159
0,080566	-0,366211
0,080627	-0,370483
0,080688	-0,402832
0,080748	-0,354004
0,080809	-0,357666
0,080870	-0,386047
0,080931	-0,394592
0,080992	-0,397034
0,081053	-0,395508
0,081114	-0,370483
0,081175	-0,390930
0,081236	-0,388184
0,081297	-0,439148
0,081358	-0,438232
0,081419	-0,373535
0,081480	-0,385742
0,081541	-0,392761
0,081602	-0,390320
0,081662	-0,370788
0,081723	-0,375061
0,081784	-0,396423
0,081845	-0,373535
0,081906	-0,373840
0,081967	-0,412598
0,082028	-0,419006
0,082089	-0,390930
0,082150	-0,386963
0,082211	-0,400696
0,082272	-0,382080
0,082333	-0,392151
0,082394	-0,388489
0,082455	-0,387878
0,082516	-0,411072
0,082577	-0,431518
0,082638	-0,392151
0,082698	-0,396423
0,082759	-0,401001
0,082820	-0,366821
0,082881	-0,406189
0,082942	-0,388184
0,083003	-0,388489
0,083064	-0,402832
0,083125	-0,391540
0,083186	-0,376587
0,083247	-0,398559
0,083308	-0,399170
0,083369	-0,414734
0,083430	-0,391540
0,083491	-0,410156
0,083552	-0,408325
0,083612	-0,411072
0,083673	-0,395203
0,083734	-0,397034
0,083795	-0,423279
0,083856	-0,422363
0,083917	-0,433960
0,083978	-0,391235
0,084039	-0,379028
0,084100	-0,376587
0,084161	-0,382385
0,084222	-0,389709
0,084283	-0,404358
0,084344	-0,407104
0,084405	-0,404358
0,084466	-0,396423
0,084527	-0,413513
0,084588	-0,376282
0,084648	-0,397034
0,084709	-0,395813
0,084770	-0,439453
0,084831	-0,359802
0,084892	-0,396423
0,084953	-0,394897
0,085014	-0,407715
0,085075	-0,401916
0,085136	-0,409851
0,085197	-0,422974
0,085258	-0,423584
0,085319	-0,423279
0,085380	-0,426636
0,085441	-0,410156
0,085502	-0,408630
0,085562	-0,394287
0,085623	-0,397339
0,085684	-0,409241
0,085745	-0,402222
0,085806	-0,402527
0,085867	-0,382996
0,085928	-0,431213
0,085989	-0,415955
0,086050	-0,410461
0,086111	-0,419311
0,086172	-0,427856
0,086233	-0,440674
0,086294	-0,402832
